"","x"
"853",6.86352836178483e-07
"854",7.32419190959897e-07
"855",7.16974467849221e-07
"856",7.00442401285169e-07
"857",7.33282596463647e-07
"858",7.64923748805367e-07
"859",7.6568457398395e-07
"860",7.85979379707147e-07
"861",7.85762797709286e-07
"862",7.98654926424382e-07
"863",8.11620944429517e-07
"864",8.36299406791966e-07
"865",8.88875377010601e-07
"866",9.05246779287633e-07
"867",9.5829896713569e-07
"868",9.44802866253086e-07
"869",1.0283666547937e-06
"870",9.57569132260663e-07
"871",9.90799210410548e-07
"872",1.06029572961901e-06
"873",1.22776159712647e-06
"874",1.15547261443812e-06
"875",1.21669798974342e-06
"876",1.2197881055097e-06
"877",1.26075761470298e-06
"878",1.25816770310146e-06
"879",1.28582271721029e-06
"880",1.29989911278341e-06
"881",1.38085862631797e-06
"882",1.42879057425737e-06
"883",1.33314412252266e-06
"884",1.44825464574365e-06
"885",1.44838538666761e-06
"886",1.46034645371882e-06
"887",1.49220449014487e-06
"888",1.55116539780802e-06
"889",1.50894557716648e-06
"890",1.54516284344834e-06
"891",1.72615585185314e-06
"892",2.02999723430601e-06
"893",2.24742007134575e-06
"894",2.27971901137768e-06
"895",2.31484207369253e-06
"896",2.31090938915404e-06
"897",2.39065654797664e-06
"898",2.41604730373931e-06
"899",2.41447862013608e-06
"900",2.40389090020067e-06
"901",2.61333884080806e-06
"902",2.65138116325235e-06
"903",2.66971169861053e-06
"904",2.72484888202946e-06
"905",2.70262664489904e-06
"906",2.79332336128307e-06
"907",2.95039319485824e-06
"908",2.86432630382768e-06
"909",2.99835997186803e-06
"910",3.00319372188617e-06
"911",3.23971283838526e-06
"912",3.19145149098658e-06
"913",3.22005376691935e-06
"914",3.38028771103072e-06
"915",3.31699673365565e-06
"916",3.33583263986425e-06
"917",3.48390480953124e-06
"918",3.69580034002543e-06
"919",3.5462602321045e-06
"920",3.4853496286085e-06
"921",4.63523618391243e-06
"922",4.60199015853097e-06
"923",4.78346722870495e-06
"924",4.86773878155106e-06
"925",4.78955602978796e-06
"926",4.81484946646321e-06
"927",5.27272647927421e-06
"928",5.40201488085452e-06
"929",5.88464110550253e-06
"930",6.58203566518765e-06
"931",6.52301901888045e-06
"932",7.08953349326551e-06
"933",7.28850632711911e-06
"934",7.09973655965843e-06
"935",7.30192211720007e-06
"936",7.0692402459003e-06
"937",8.44503895990688e-06
"938",7.87913116955557e-06
"939",9.21559391171562e-06
"940",9.63793399928574e-06
"941",9.50026820283766e-06
"942",1.08167367080458e-05
"943",1.07632858063985e-05
"944",1.15615711392784e-05
"945",1.29149308719449e-05
"946",1.32471242105024e-05
"947",1.4647154911358e-05
"948",1.33812612538098e-05
"949",1.46823625384408e-05
"950",1.67063338345122e-05
"951",1.92541905699401e-05
"952",2.02515328900358e-05
"953",2.14741963193077e-05
"954",2.27842663388718e-05
"955",2.36648971059803e-05
"956",2.25131170936315e-05
"957",2.38316319058432e-05
"958",2.79269034883772e-05
"959",2.78323042135236e-05
"960",2.93025565174391e-05
"961",3.29697785278478e-05
"962",3.51178596889936e-05
"963",4.1050906793568e-05
"964",4.18255716594938e-05
"965",4.26808652920797e-05
"966",4.73579772013684e-05
"967",5.27288417390488e-05
"968",5.71573676323964e-05
"969",5.40786160218532e-05
"970",6.74969513566722e-05
"971",7.27539778320093e-05
"972",6.85949639677464e-05
"973",8.6399662673558e-05
"974",7.87207435813852e-05
"975",8.25121155191183e-05
"976",9.18488878712759e-05
"977",8.67896489192075e-05
"978",8.85455125240289e-05
"979",0.00010909393006141
"980",0.000135614822780082
"981",0.000129470275798677
"982",0.000156003268042103
"983",0.000159849503612953
